Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred
SC-13177,11/20/2024,Shanghai,Dubai,Sea,Textiles,13284.51,365.53,2.58,3.8,Storm,0.652,65.77,1
SC-13178,1/4/2025,Hamburg,Busan,Road,Perishables,12304.82,21.12,2.18,6.6,Fog,0.87,14.93,0
SC-13179,4/19/2024,Busan,Antwerp,Rail,Perishables,10434.45,48.29,2.75,3.3,Fog,0.731,12.94,1
SC-13180,4/3/2024,Antwerp,Singapore,Rail,Perishables,2101.26,4.39,1.51,8.8,Fog,0.799,3.39,1
SC-13181,1/6/2024,Shanghai,Antwerp,Sea,Textiles,4693.22,77.32,1.35,1.1,Rain,0.708,8.29,0
SC-13182,11/11/2024,Busan,Hamburg,Sea,Electronics,4992.2,35.43,1.57,0.4,Fog,0.581,11.11,0
SC-13183,3/31/2025,Hamburg,Singapore,Air,Textiles,4124.38,497.91,1.82,2.1,Rain,0.589,0.9,0
SC-13184,1/3/2025,Rotterdam,Antwerp,Rail,Automotive,7967.58,145.12,2.86,2.9,Fog,0.539,9.86,0
SC-13185,10/3/2024,Rotterdam,Singapore,Sea,Textiles,8265.53,75.48,4,1.1,Rain,0.809,14.26,0
SC-13186,4/14/2024,Hamburg,Singapore,Road,Textiles,5674.85,121.26,1.98,0.7,Fog,0.924,4.7,0
SC-13187,5/15/2024,Los Angeles,Marseille,Rail,Perishables,5629.94,468.13,4.29,7.6,Fog,0.51,7.81,1
SC-13188,3/30/2024,Antwerp,Dubai,Sea,Pharmaceuticals,12514.06,260.56,4.35,1.6,Hurricane,0.533,151.44,1
SC-13189,7/10/2024,Hamburg,Antwerp,Road,Textiles,11944.75,183.04,4.36,9.1,Storm,0.729,31.22,1
SC-13190,3/17/2025,Singapore,Rotterdam,Rail,Textiles,4963.04,436.82,3.96,3.7,Clear,0.869,5.14,0
SC-13191,4/4/2025,Shanghai,Hamburg,Road,Electronics,13749.93,198.1,2.4,6.7,Hurricane,0.579,87.37,1
SC-13192,7/24/2025,Singapore,Los Angeles,Sea,Automotive,14315.82,168.17,1.44,2.3,Hurricane,0.636,176.86,1
SC-13193,7/22/2025,Shanghai,Dubai,Sea,Perishables,5237.77,104.43,3.08,2.4,Hurricane,0.616,65.15,1
SC-13194,6/8/2025,Antwerp,Busan,Rail,Textiles,5639.16,189.52,3.04,5.7,Hurricane,0.7,40.29,1
SC-13195,2/21/2025,Antwerp,Los Angeles,Air,Pharmaceuticals,7831.7,159.03,4,5.6,Fog,0.612,0.5,1
SC-13196,4/15/2024,Shanghai,Dubai,Road,Electronics,14146.25,338.97,4.49,7.7,Fog,0.676,16.91,1
SC-13197,1/27/2024,Busan,Rotterdam,Road,Electronics,13206.63,145.5,2.88,7.6,Storm,0.864,32.77,1
SC-13198,4/1/2024,Hamburg,Los Angeles,Air,Perishables,1987.24,289.02,2.34,6.7,Fog,0.806,0.73,0
SC-13199,12/28/2024,Dubai,Rotterdam,Rail,Automotive,6194.6,33.88,1.81,4.5,Storm,0.541,17.03,1
SC-13200,7/21/2025,Hamburg,Los Angeles,Air,Pharmaceuticals,8523.88,96.45,1.22,8.9,Hurricane,0.819,4.92,1
SC-13201,4/5/2024,Shanghai,Hamburg,Road,Electronics,7795.42,204.3,2.88,6.2,Storm,0.739,18.08,1
SC-13202,9/3/2025,Singapore,Rotterdam,Road,Perishables,3311.01,468.54,3.03,9.9,Storm,0.967,8.45,1
SC-13203,9/4/2025,Shanghai,Marseille,Air,Textiles,12952.84,189.25,3.92,8.2,Rain,0.645,1.7,1
SC-13204,11/28/2024,Busan,Singapore,Road,Perishables,10315.64,332.37,2.87,0.4,Storm,0.863,19.24,1
SC-13205,1/29/2025,Rotterdam,Singapore,Road,Perishables,12649.67,128.29,4.22,3.2,Hurricane,0.865,69.45,1
SC-13206,1/13/2024,Rotterdam,Marseille,Sea,Electronics,12952.08,64.39,3.27,5.7,Storm,0.611,68.95,1
SC-13207,10/25/2024,Antwerp,Dubai,Air,Textiles,11351.16,30.21,3.97,7.2,Rain,0.952,1.44,0
SC-13208,2/27/2025,Singapore,Shanghai,Road,Perishables,6868.55,153.4,1.69,5.5,Hurricane,0.746,41.9,1
SC-13209,2/1/2025,Shanghai,Dubai,Sea,Textiles,9352.93,79.67,4.02,7.9,Storm,0.839,54.67,1
SC-13210,3/27/2024,Antwerp,Dubai,Road,Automotive,2825.3,87.83,3.43,2.8,Rain,0.573,1.86,0
SC-13211,7/26/2025,Hamburg,Los Angeles,Road,Perishables,10267.86,380.62,1.76,1.8,Fog,0.629,9.07,0
SC-13212,9/5/2024,Dubai,Los Angeles,Sea,Pharmaceuticals,3099.17,8.9,1.83,0.5,Fog,0.793,6.19,1
SC-13213,8/8/2025,Busan,Los Angeles,Rail,Automotive,10562.27,279.35,4.26,5.7,Storm,0.66,28.66,1
SC-13214,6/17/2025,Busan,Hamburg,Sea,Electronics,3829.17,190.35,1.31,6.9,Clear,0.75,8.2,0
SC-13215,6/22/2024,Hamburg,Rotterdam,Rail,Automotive,2204.49,253.77,2.73,3.3,Rain,0.687,1.92,0
SC-13216,12/2/2025,Dubai,Antwerp,Road,Pharmaceuticals,2896.63,281.85,2.23,6.1,Fog,0.82,4.52,0
SC-13217,1/24/2025,Rotterdam,Hamburg,Air,Automotive,528.89,157.37,3.39,0.5,Fog,0.744,0.5,0
SC-13218,6/22/2024,Los Angeles,Marseille,Rail,Perishables,10921.72,148.26,3.97,1,Fog,0.502,11.25,0
SC-13219,5/22/2024,Rotterdam,Los Angeles,Road,Automotive,11119.82,366.97,2.39,7,Fog,0.825,13.52,1
SC-13220,10/2/2024,Shanghai,Dubai,Sea,Electronics,7966.53,435.77,2.61,3.7,Hurricane,0.711,105.24,1
SC-13221,11/4/2024,Hamburg,Singapore,Road,Pharmaceuticals,2839.76,97.1,4.44,6.7,Fog,0.671,2.17,1
SC-13222,10/1/2024,Shanghai,Rotterdam,Road,Automotive,1711.54,49.71,3.79,8.3,Storm,0.547,4.65,1
SC-13223,5/19/2025,Antwerp,Busan,Sea,Pharmaceuticals,777.37,449,4.16,8.5,Clear,0.61,2.13,0
SC-13224,5/29/2024,Singapore,Shanghai,Air,Electronics,2903.35,175.6,2.65,1.7,Storm,0.612,0.69,1
SC-13225,3/5/2024,Singapore,Antwerp,Air,Pharmaceuticals,13417.41,276.11,1.97,4.9,Rain,0.968,1.01,1
SC-13226,6/20/2024,Antwerp,Singapore,Sea,Perishables,4002.28,180.41,2.56,7.3,Clear,0.716,7.51,0
SC-13227,3/21/2025,Shanghai,Busan,Sea,Textiles,5636.93,63.78,3.56,7.7,Fog,0.521,16.17,1
SC-13228,10/9/2024,Singapore,Los Angeles,Air,Automotive,2027.51,295.08,1.56,7.8,Fog,0.569,0.5,1
SC-13229,3/7/2025,Rotterdam,Antwerp,Road,Perishables,3724.24,263.05,2.09,2.3,Fog,0.54,3.36,0
SC-13230,11/2/2024,Busan,Singapore,Rail,Electronics,8028.76,102.29,1.35,1.9,Storm,0.794,18.13,0
SC-13231,5/10/2025,Busan,Marseille,Road,Electronics,9312.41,226.48,2.63,5.9,Clear,0.593,7.24,0
SC-13232,3/19/2024,Antwerp,Busan,Air,Electronics,4057.61,398.68,3.93,7.4,Storm,0.749,0.59,1
SC-13233,1/4/2025,Busan,Antwerp,Road,Perishables,1337.12,295.62,1.28,3.2,Hurricane,0.685,6.95,1
SC-13234,9/14/2024,Hamburg,Los Angeles,Sea,Perishables,6169.98,49.36,3.43,1,Fog,0.902,13.91,1
SC-13235,9/9/2024,Dubai,Los Angeles,Rail,Perishables,3895.95,274.46,4.28,7.2,Storm,0.66,11.21,1
SC-13236,10/2/2025,Antwerp,Marseille,Sea,Pharmaceuticals,3683.53,351.67,1.98,3,Rain,0.729,6.79,1
SC-13237,5/22/2025,Hamburg,Shanghai,Sea,Pharmaceuticals,14418.01,396.56,3.49,1.7,Storm,0.861,65.33,1
SC-13238,8/31/2025,Shanghai,Marseille,Rail,Electronics,9436.36,314.93,4.42,1.5,Clear,0.717,6.81,1
SC-13239,9/23/2025,Rotterdam,Marseille,Air,Perishables,8574.74,77.18,4.38,3.1,Clear,0.897,0.55,0
SC-13240,7/19/2024,Rotterdam,Shanghai,Sea,Automotive,6528.74,355.38,1.98,5.9,Storm,0.831,35.75,1
SC-13241,4/13/2025,Singapore,Rotterdam,Road,Electronics,6719.69,338.99,1.53,3.6,Fog,0.705,6.77,0
SC-13242,4/19/2024,Los Angeles,Marseille,Rail,Pharmaceuticals,8343.12,13.19,1.69,0.2,Rain,0.752,6.44,0
SC-13243,5/18/2024,Shanghai,Marseille,Rail,Perishables,10598.23,206.46,3.52,1,Rain,0.984,9.19,0
SC-13244,11/7/2024,Singapore,Busan,Rail,Electronics,10681.12,167.14,3.6,2.9,Clear,0.831,7.81,1
SC-13245,1/7/2024,Los Angeles,Dubai,Sea,Textiles,2989.56,335.04,3.42,6.6,Hurricane,0.952,44.04,1
SC-13246,2/9/2025,Singapore,Dubai,Road,Pharmaceuticals,7751.63,108.85,2.31,1,Hurricane,0.589,38.59,1
SC-13247,12/6/2024,Los Angeles,Antwerp,Road,Electronics,6473.39,295.85,1.76,5.6,Clear,0.742,3.7,0
SC-13248,9/27/2025,Busan,Los Angeles,Road,Pharmaceuticals,13122.64,456.69,3.12,1.2,Clear,0.954,8.54,0
SC-13249,1/24/2025,Rotterdam,Los Angeles,Rail,Automotive,9655.57,399.1,2.8,2.1,Clear,0.661,7.32,0
SC-13250,12/3/2024,Los Angeles,Shanghai,Sea,Textiles,8221.31,460.81,3.61,1.7,Hurricane,0.984,99.8,1
SC-13251,3/26/2025,Antwerp,Dubai,Air,Textiles,2173.22,489.27,2.66,0.7,Storm,0.549,0.5,1
SC-13252,12/8/2024,Los Angeles,Busan,Road,Textiles,9281.75,6.32,2.32,6.7,Clear,0.951,7.75,1
SC-13253,3/16/2025,Shanghai,Hamburg,Rail,Electronics,2199.46,311.75,2.17,4.6,Fog,0.723,3.42,0
SC-13254,10/28/2025,Hamburg,Shanghai,Road,Textiles,5389.5,207.01,1.9,8.3,Storm,0.537,13.56,1
SC-13255,8/31/2025,Busan,Marseille,Air,Pharmaceuticals,2571.21,430.07,2.08,1,Fog,0.94,0.5,0
SC-13256,5/19/2024,Rotterdam,Singapore,Sea,Textiles,10535.07,126.66,1.51,1.4,Storm,0.626,46.29,1
SC-13257,11/3/2024,Busan,Singapore,Sea,Perishables,3490.66,490.53,2.34,3.1,Hurricane,0.511,45.35,1
SC-13258,11/24/2024,Antwerp,Marseille,Air,Pharmaceuticals,6181.96,307.24,1.32,7.7,Rain,0.568,0.5,0
SC-13259,9/9/2025,Singapore,Antwerp,Rail,Pharmaceuticals,13487.28,396.98,1.82,3.1,Rain,0.83,12.45,0
SC-13260,12/12/2025,Shanghai,Antwerp,Sea,Perishables,3462.59,43.71,3.66,4.1,Storm,0.989,17.74,1
SC-13261,7/24/2024,Rotterdam,Shanghai,Road,Electronics,7863.17,92.55,2.27,3,Storm,0.556,15.07,0
SC-13262,5/5/2025,Rotterdam,Dubai,Air,Pharmaceuticals,6579.44,379.44,3.41,0.8,Storm,0.731,0.85,0
SC-13263,11/17/2024,Busan,Dubai,Road,Automotive,762.8,11.97,3.57,9.4,Rain,0.59,1.25,1
SC-13264,6/30/2024,Busan,Hamburg,Rail,Pharmaceuticals,11994.99,408.62,3.12,5.5,Hurricane,0.873,84.7,1
SC-13265,2/11/2025,Busan,Shanghai,Air,Automotive,1501.17,7.96,4.36,7.9,Storm,0.559,0.5,1
SC-13266,11/22/2024,Singapore,Antwerp,Air,Automotive,7376.7,328.9,1.27,6.6,Fog,0.62,0.56,0
SC-13267,10/25/2024,Busan,Hamburg,Air,Automotive,8629.84,183.18,3.64,5.1,Storm,0.598,0.69,1
SC-13268,12/12/2025,Los Angeles,Marseille,Road,Perishables,9612.18,306.14,4.36,0.9,Rain,0.776,7.53,0
SC-13269,10/10/2025,Los Angeles,Shanghai,Rail,Automotive,10485.16,348.32,4.05,6.4,Storm,0.937,28.8,1
SC-13270,5/17/2025,Hamburg,Antwerp,Sea,Textiles,4172.45,171.9,1.75,1.6,Rain,0.756,7.36,0
SC-13271,8/12/2025,Antwerp,Busan,Road,Textiles,644.69,54.87,2.28,4.1,Rain,0.529,0.5,0
SC-13272,9/5/2024,Singapore,Marseille,Sea,Electronics,10989.93,35.75,1.77,6.3,Rain,0.782,24.09,1
SC-13273,11/29/2024,Dubai,Hamburg,Rail,Automotive,8267.02,294.88,3.18,7.8,Fog,0.899,12.31,0
SC-13274,1/20/2025,Singapore,Dubai,Rail,Perishables,12623.71,260.81,3.55,6.9,Fog,0.566,17.63,1
SC-13275,10/14/2024,Shanghai,Singapore,Rail,Perishables,12410.13,371.36,2.25,6.7,Clear,0.536,10.83,1
SC-13276,2/6/2025,Antwerp,Rotterdam,Air,Electronics,12728.23,255.36,2.98,1.5,Clear,0.594,1,0
SC-13277,1/8/2025,Antwerp,Los Angeles,Sea,Perishables,7533.87,211.8,3.48,3.5,Clear,0.873,12.52,1
SC-13278,4/26/2024,Busan,Rotterdam,Rail,Textiles,5337.61,199.65,2.59,0.4,Storm,0.796,11.46,0
SC-13279,7/31/2025,Hamburg,Singapore,Rail,Perishables,11977.59,14.2,4.02,7.2,Fog,0.77,17.5,0
SC-13280,7/23/2024,Singapore,Rotterdam,Rail,Pharmaceuticals,7043.76,168.44,3.75,9.5,Clear,0.625,7.24,0
SC-13281,8/29/2025,Busan,Rotterdam,Road,Pharmaceuticals,3159.91,488.03,1.41,2.6,Hurricane,0.666,17.59,1
SC-13282,7/12/2025,Antwerp,Rotterdam,Sea,Automotive,12897.12,436.9,3.25,0.9,Clear,0.983,19.4,1
SC-13283,7/3/2024,Busan,Marseille,Rail,Electronics,13297.12,165.36,1.98,4.8,Clear,0.62,11.72,0
SC-13284,11/29/2025,Busan,Singapore,Road,Electronics,7261.49,294.31,3.04,8.6,Clear,0.951,5.8,0
SC-13285,7/17/2025,Los Angeles,Singapore,Air,Perishables,1597.65,423.8,4.36,5.5,Rain,0.79,0.5,0
SC-13286,1/28/2024,Singapore,Los Angeles,Sea,Perishables,6123.48,221.2,4.1,0.5,Storm,0.562,26.73,0
SC-13287,4/17/2025,Singapore,Hamburg,Air,Automotive,12151.3,9.96,2.53,9.7,Hurricane,0.734,6.78,1
SC-13288,12/26/2025,Antwerp,Dubai,Air,Electronics,13575.72,38.18,2.16,8.3,Storm,0.974,2.8,1
SC-13289,8/2/2024,Dubai,Antwerp,Rail,Textiles,3450.35,255.69,1.97,1.3,Fog,0.709,3.66,1
SC-13290,3/24/2025,Shanghai,Rotterdam,Road,Electronics,1471.12,484.75,2.96,9.2,Clear,0.932,0.85,1
SC-13291,10/25/2024,Hamburg,Antwerp,Sea,Perishables,13221.58,346.91,1.58,4.5,Clear,0.628,22.94,1
SC-13292,12/10/2025,Antwerp,Rotterdam,Sea,Electronics,6146.37,36.39,3.01,3.7,Hurricane,0.785,81.18,1
SC-13293,3/11/2024,Busan,Rotterdam,Sea,Textiles,8355.53,95.49,1.2,4.6,Hurricane,0.922,113.89,1
SC-13294,2/22/2025,Shanghai,Rotterdam,Sea,Automotive,14536.95,385.89,2.27,8.3,Hurricane,0.96,229.23,1
SC-13295,11/20/2025,Busan,Rotterdam,Road,Electronics,1465.19,420.88,1.93,6.6,Hurricane,0.743,9.2,1
SC-13296,5/26/2025,Dubai,Marseille,Air,Perishables,9900.61,309.23,4.41,0.6,Hurricane,0.82,3.8,1
SC-13297,5/22/2024,Busan,Shanghai,Rail,Pharmaceuticals,1574.53,322.57,3.6,9.6,Fog,0.501,2.07,1
SC-13298,10/10/2025,Antwerp,Rotterdam,Road,Pharmaceuticals,5944.3,15.14,2.35,1.5,Storm,0.627,11.62,1
SC-13299,11/6/2024,Singapore,Marseille,Rail,Textiles,12155.31,414.44,1.51,7.5,Clear,0.639,12.06,1
SC-13300,9/4/2024,Rotterdam,Busan,Sea,Textiles,6785.35,394.35,2.91,6.4,Clear,0.547,12.18,1
SC-13301,9/15/2024,Hamburg,Los Angeles,Road,Automotive,14959.14,130.26,1.9,1.9,Hurricane,0.64,78.19,1
SC-13302,11/5/2025,Los Angeles,Hamburg,Air,Electronics,8606.36,354.63,2.97,1.7,Clear,0.661,1.28,1
SC-13303,6/6/2024,Busan,Antwerp,Air,Automotive,5156.85,108.21,3.96,8.7,Storm,0.984,0.53,1
SC-13304,3/9/2025,Dubai,Marseille,Air,Automotive,3691.61,21.12,3.23,4.2,Hurricane,0.834,2.04,1
SC-13305,1/21/2025,Busan,Hamburg,Rail,Perishables,5582.55,101.37,3.29,6.5,Rain,0.713,6.59,1
SC-13306,3/16/2024,Los Angeles,Dubai,Road,Pharmaceuticals,5901.73,90.14,2.99,5,Fog,0.994,6.55,0
SC-13307,4/4/2025,Los Angeles,Singapore,Air,Automotive,1496.35,169.54,4.26,7.3,Storm,0.577,0.94,1
SC-13308,9/4/2025,Dubai,Singapore,Air,Electronics,5858.83,209.81,4.28,4.8,Fog,0.738,1.67,0
SC-13309,5/5/2025,Busan,Dubai,Rail,Textiles,7231.46,254.76,2.89,2.9,Fog,0.824,8.79,0
SC-13310,8/19/2025,Rotterdam,Singapore,Rail,Electronics,10979.7,238.9,2.21,3.6,Clear,0.528,8.89,1
SC-13311,2/14/2025,Hamburg,Busan,Sea,Textiles,10022.58,136.07,2.72,8.6,Storm,0.858,60.19,0
SC-13312,7/1/2025,Antwerp,Singapore,Sea,Automotive,10777.1,15.56,1.82,4.7,Storm,0.55,55.83,1
SC-13313,6/2/2025,Antwerp,Rotterdam,Sea,Textiles,621.27,302.95,3.3,2.1,Fog,0.57,0.5,1
SC-13314,12/9/2025,Dubai,Antwerp,Road,Electronics,3656.18,198.48,2.85,9.3,Fog,0.58,4.79,0
SC-13315,3/4/2025,Busan,Singapore,Air,Automotive,10094.42,150.04,1.54,8,Fog,0.964,0.91,0
SC-13316,7/10/2025,Rotterdam,Antwerp,Air,Automotive,7517.85,433.6,1.85,0.6,Clear,0.842,0.6,0
SC-13317,2/7/2024,Los Angeles,Rotterdam,Rail,Textiles,577.05,373.62,2.78,10,Hurricane,0.828,4.71,1
SC-13318,1/3/2025,Hamburg,Rotterdam,Road,Electronics,12165.17,429.03,4.13,6.9,Fog,0.778,14.59,0
SC-13319,12/19/2025,Shanghai,Marseille,Air,Electronics,11705.74,248,3.07,1.6,Hurricane,0.646,4.84,1
SC-13320,7/3/2025,Busan,Singapore,Sea,Automotive,8452.08,66.33,3.45,2.4,Fog,0.81,20.06,0
SC-13321,8/31/2025,Rotterdam,Dubai,Air,Perishables,1463.72,348.41,2.32,6.9,Clear,0.705,0.93,1
SC-13322,10/15/2025,Rotterdam,Los Angeles,Road,Automotive,11614.47,103.83,3.09,7.8,Storm,0.573,28.4,1
SC-13323,3/28/2024,Los Angeles,Shanghai,Sea,Automotive,8963.85,221.17,2.68,2.4,Fog,0.845,20.21,1
SC-13324,4/21/2024,Rotterdam,Antwerp,Road,Textiles,11838.42,33.44,3.38,2.6,Hurricane,0.565,63.63,1
SC-13325,9/11/2024,Busan,Shanghai,Rail,Perishables,11400.33,412.83,1.37,3.1,Fog,0.595,13.68,1
SC-13326,11/4/2025,Shanghai,Marseille,Sea,Automotive,12143.53,63.84,2.83,6,Fog,0.909,33.45,1
SC-13327,11/11/2025,Antwerp,Busan,Road,Pharmaceuticals,8011.12,451.65,2.18,1.7,Fog,0.83,7.15,1
SC-13328,12/29/2024,Busan,Marseille,Sea,Textiles,2534.71,432.25,2.28,1,Hurricane,0.815,29.36,1
SC-13329,6/19/2024,Hamburg,Antwerp,Sea,Electronics,10231.78,232.83,4.37,6.8,Rain,0.709,21.77,1
SC-13330,10/24/2025,Los Angeles,Busan,Rail,Perishables,9496.87,372.44,1.8,7.8,Hurricane,0.698,74,1
SC-13331,9/19/2025,Los Angeles,Rotterdam,Sea,Electronics,11262.67,310.1,2.23,5,Clear,0.845,19.69,0
SC-13332,2/15/2024,Singapore,Marseille,Sea,Perishables,2963.27,401.73,2.88,3.6,Storm,0.87,14.36,0
SC-13333,7/30/2025,Singapore,Hamburg,Sea,Perishables,3327.14,216.47,4.05,4.3,Rain,0.755,6.08,1
SC-13334,10/22/2025,Dubai,Busan,Rail,Electronics,13410.94,393.12,2.58,3.9,Storm,0.985,32.75,0
SC-13335,11/24/2025,Hamburg,Busan,Sea,Electronics,11374.68,231.77,3.65,9.6,Fog,0.978,35.28,0
SC-13336,10/24/2025,Dubai,Hamburg,Air,Automotive,13669.31,470.54,4.03,7.7,Storm,0.706,2.4,1
SC-13337,2/13/2025,Rotterdam,Marseille,Road,Electronics,11501.37,243.7,2.22,2.1,Hurricane,0.91,60.52,1
SC-13338,12/5/2024,Rotterdam,Dubai,Sea,Textiles,9158.75,231.85,2.5,3.8,Hurricane,0.772,122.33,1
SC-13339,3/16/2025,Singapore,Dubai,Sea,Pharmaceuticals,9984.92,392.75,2.38,5.4,Storm,0.756,52.75,1
SC-13340,4/18/2024,Shanghai,Marseille,Rail,Electronics,13392.35,410.97,3.95,6.1,Clear,0.527,11.67,1
SC-13341,1/11/2024,Dubai,Busan,Air,Automotive,8892.7,277.69,1.35,4.7,Hurricane,0.787,4.76,1
SC-13342,4/10/2024,Antwerp,Busan,Road,Automotive,9669.67,90.72,2.22,8.1,Hurricane,0.95,64.08,1
SC-13343,9/21/2024,Shanghai,Los Angeles,Sea,Automotive,2768.91,234.41,3.44,7.7,Clear,0.89,6.18,0
SC-13344,8/15/2024,Los Angeles,Rotterdam,Sea,Electronics,7371.86,484.07,3.07,5.1,Storm,0.893,39.18,1
SC-13345,6/6/2025,Shanghai,Los Angeles,Rail,Textiles,10887.76,376.74,2.64,8.5,Rain,0.58,12.87,1
SC-13346,6/15/2025,Los Angeles,Rotterdam,Air,Automotive,4428.67,405.77,2.98,7.5,Rain,0.679,0.5,1
SC-13347,7/25/2025,Busan,Rotterdam,Road,Electronics,3432.69,17.38,1.85,7.8,Rain,0.617,3.19,1
SC-13348,8/17/2025,Hamburg,Los Angeles,Sea,Pharmaceuticals,5050.49,234.46,2.62,9.6,Clear,0.658,10.22,1
SC-13349,12/5/2025,Dubai,Shanghai,Air,Textiles,4001.76,323.66,2.86,2.7,Rain,0.79,0.5,1
SC-13350,8/12/2025,Dubai,Shanghai,Air,Textiles,3616.23,415.19,4.17,2.7,Hurricane,0.682,2.23,1
SC-13351,8/14/2024,Singapore,Antwerp,Sea,Pharmaceuticals,6660.34,25.59,2.06,8.9,Rain,0.78,15.52,1
SC-13352,4/1/2025,Hamburg,Marseille,Sea,Pharmaceuticals,13663.66,426.37,4.06,7.7,Fog,0.719,39.96,1
SC-13353,1/18/2025,Rotterdam,Shanghai,Road,Electronics,7852.36,274.65,3.33,9.3,Fog,0.643,10.57,1
SC-13354,2/4/2025,Shanghai,Los Angeles,Sea,Textiles,3224.85,99.46,1.27,0.6,Storm,0.548,13.61,1
SC-13355,4/19/2025,Singapore,Los Angeles,Road,Electronics,1616.09,159.31,3.59,6.3,Clear,0.946,0.72,0
SC-13356,11/26/2025,Busan,Hamburg,Rail,Pharmaceuticals,10594.26,141.68,1.32,1.4,Storm,0.506,23.73,1
SC-13357,8/25/2025,Busan,Rotterdam,Sea,Textiles,6050.58,265.9,4.49,5,Storm,0.501,31.03,1
SC-13358,12/8/2025,Shanghai,Hamburg,Sea,Perishables,12416.55,26.79,4.08,1.6,Fog,0.913,28.39,0
SC-13359,5/27/2025,Shanghai,Dubai,Road,Perishables,10062.91,80.11,2.18,1.3,Rain,0.998,7.09,0
SC-13360,6/3/2024,Shanghai,Busan,Rail,Pharmaceuticals,12045.5,406.53,2.05,0.1,Hurricane,0.864,67.6,1
SC-13361,12/19/2024,Singapore,Hamburg,Sea,Electronics,4443.22,67.17,2.46,6.3,Hurricane,0.508,64.89,1
SC-13362,1/26/2024,Shanghai,Rotterdam,Rail,Pharmaceuticals,10539.2,117.46,2.38,3.6,Fog,0.613,12.67,1
SC-13363,5/9/2025,Rotterdam,Dubai,Rail,Textiles,4328.9,227.23,2.43,1.1,Rain,0.986,3.75,1
SC-13364,4/17/2024,Shanghai,Antwerp,Rail,Automotive,14116.49,259.04,2.25,3.2,Rain,0.904,14.2,0
SC-13365,10/29/2024,Los Angeles,Dubai,Air,Textiles,9727.43,382.04,3.25,1.7,Clear,0.783,0.5,1
SC-13366,3/1/2025,Dubai,Rotterdam,Air,Textiles,5205.42,224.22,1.74,9.4,Storm,0.618,0.99,1
SC-13367,3/28/2024,Rotterdam,Singapore,Road,Perishables,4407.92,395.14,3.99,3.2,Clear,0.507,2.67,0
SC-13368,4/28/2024,Hamburg,Antwerp,Road,Automotive,3268.44,309.55,3.88,3.3,Storm,0.51,6.79,0
SC-13369,5/25/2024,Busan,Singapore,Air,Electronics,10572.29,57.44,2.77,8.4,Clear,0.806,0.5,1
SC-13370,12/22/2024,Busan,Los Angeles,Road,Perishables,3671.38,79.01,4.01,6.5,Rain,0.511,2.59,1
SC-13371,11/15/2024,Shanghai,Rotterdam,Rail,Textiles,9131.9,219.08,2.02,7.1,Clear,0.997,8.07,1
SC-13372,12/17/2024,Rotterdam,Singapore,Air,Textiles,4337.21,199.05,1.26,6.4,Hurricane,0.592,3.2,1
SC-13373,4/11/2025,Dubai,Rotterdam,Rail,Electronics,10098.55,372.03,3.24,9.5,Fog,0.855,15.62,1
SC-13374,7/30/2024,Dubai,Singapore,Rail,Pharmaceuticals,12316.63,290.79,2.71,2.1,Fog,0.578,14.26,1
SC-13375,6/17/2025,Rotterdam,Los Angeles,Road,Perishables,11781.37,194.68,3.07,9.9,Clear,0.77,10.34,0
SC-13376,5/9/2025,Shanghai,Rotterdam,Sea,Automotive,11532.34,86.21,4.17,8.3,Storm,0.54,67.99,1
SC-13377,12/22/2024,Los Angeles,Antwerp,Road,Pharmaceuticals,3221.97,114.19,4.4,5.9,Fog,0.883,3.51,0
SC-13378,5/2/2025,Busan,Dubai,Sea,Textiles,1781.58,288.18,3.29,6.6,Storm,0.792,10.15,1
SC-13379,4/9/2024,Antwerp,Singapore,Air,Automotive,10634.76,212.3,3.72,6.5,Fog,0.543,1.15,0
SC-13380,3/24/2025,Singapore,Busan,Road,Electronics,5841.03,257.95,1.48,0.6,Rain,0.924,3.71,0
SC-13381,12/14/2025,Los Angeles,Busan,Air,Perishables,6769.02,86.17,1.73,2.2,Rain,0.774,0.6,0
SC-13382,4/8/2025,Busan,Dubai,Rail,Automotive,951.66,331.79,3.62,9.6,Hurricane,0.961,6.6,1
SC-13383,11/22/2024,Dubai,Los Angeles,Sea,Perishables,4263.86,426.42,2.62,5.3,Hurricane,0.958,60.24,1
SC-13384,3/9/2024,Hamburg,Antwerp,Air,Textiles,988.31,129.71,2.67,3.8,Clear,0.96,0.5,0
SC-13385,11/3/2024,Rotterdam,Busan,Sea,Pharmaceuticals,13248.19,246.27,2.22,7.6,Storm,0.539,76.19,1
SC-13386,2/15/2024,Shanghai,Los Angeles,Sea,Pharmaceuticals,4029.25,487.79,3.2,5.2,Fog,0.56,10,0
SC-13387,12/28/2025,Hamburg,Busan,Rail,Pharmaceuticals,8581.39,167.29,1.81,0.1,Hurricane,0.994,47.99,1
SC-13388,4/27/2024,Dubai,Hamburg,Rail,Automotive,1065.2,297.93,3.27,7.4,Storm,0.744,3.33,1
SC-13389,1/24/2024,Antwerp,Busan,Sea,Perishables,10169.29,46.01,1.77,7.3,Rain,0.619,23.91,1
